name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,442,422,67,61,4426742261,Antiphyllos,442.5234375,-422.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,439,423,115,61,43911542361,Antiphyllos,439.8984375,-423.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,436,424,72,61,4367242461,Antiphyllos,436.5625,-424.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,436,429,49,61,4364942961,Antiphyllos,436.3828125,-429.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,439,429,44,61,4394442961,Antiphyllos,439.34375,-429.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,441,431,78,61,4417843161,Antiphyllos,441.609375,-431.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,453,434,44,61,4534443461,Antiphyllos,453.34375,-434.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,460,445,114,61,46011444561,Antiphyllos,460.890625,-445.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,463,446,59,61,4635944661,Antiphyllos,463.4609375,-446.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,465,446,106,61,46510644661,Antiphyllos,465.828125,-446.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,468,446,28,61,4682844661,Antiphyllos,468.21875,-446.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,90,450,434,90,61,4509043461,Antiphyllos,450.703125,-434.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,,456,437,67,61,4566743761,Antiphyllos,456.5234375,-437.5234375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,,476,425,67,17,4766742517,Antiphyllos,476.5234375,-425.8671875
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,,476,428,67,83,4766742883,Antiphyllos,476.5234375,-428.3515625
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,,472,432,67,67,4726743267,Antiphyllos,472.5234375,-432.4765625
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,,472,439,67,69,4726743969,Antiphyllos,472.5234375,-439.4609375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,,471,448,67,92,4716744892,Antiphyllos,471.5234375,-448.28125
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,,480,454,67,45,4806745445,Antiphyllos,480.5234375,-454.6484375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,,480,456,67,5,4806745605,Antiphyllos,480.5234375,-456.9609375
Antiphyllos Banner Post,0,WOD_Antiphyllos_BannerPost_01,,480,459,67,99,4806745999,Antiphyllos,480.5234375,-459.2265625
