name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,sink,scale
Foothills,1,WOD_Mountain_Desert_04,-163,692,59,99,97,692995997,Koegria,692.7734375,-59.2421875,4.0,1,0.7584239
Foothills,1,WOD_Mountain_Desert_02,166,712,80,33,72,712338072,Koegria,712.2578125,-80.4375,4.0,1,0.6509995
Foothills,1,WOD_Mountain_Desert_05,66,690,61,45,23,690456123,Koegria,690.3515625,-61.8203125,4.0,1,0.9526269
Foothills,1,WOD_Mountain_Desert_01,-40,660,50,12,44,660125044,Koegria,660.09375,-50.65625,4.0,1,0.8802533
Foothills,1,WOD_Mountain_Desert_07,77,657,50,19,14,657195014,Koegria,657.1484375,-50.890625,4.0,1,0.8338578
Foothills,1,WOD_Mountain_Desert_07,100,692,59,97,17,692975917,Koegria,692.7578125,-59.8671875,4.0,1,0.7322468
Foothills,1,WOD_Mountain_Desert_01,43,705,62,84,78,705846278,Koegria,705.65625,-62.390625,4.0,1,0.6221426
Foothills,1,WOD_Mountain_Desert_04,-46,691,60,72,68,691726068,Koegria,691.5625,-60.46875,4.0,1,0.7406038
Foothills,1,WOD_Mountain_Desert_02,-120,659,48,69,51,659694851,Koegria,659.5390625,-48.6015625,4.0,1,0.6075605
Foothills,1,WOD_Mountain_Desert_03,154,692,59,69,52,692695952,Koegria,692.5390625,-59.59375,4.0,1,0.9599144
Foothills,1,WOD_Mountain_Desert_02,109,690,61,61,17,690616117,Koegria,690.4765625,-61.8671875,4.0,1,0.8498029
Foothills,1,WOD_Mountain_Desert_04,-63,693,60,125,15,6931256015,Koegria,693.9765625,-60.8828125,4.0,1,0.7312946
Foothills,1,WOD_Mountain_Desert_01,-52,709,73,116,104,70911673104,Koegria,709.90625,-73.1875,4.0,1,0.775481
Foothills,1,WOD_Mountain_Desert_06,16,713,78,14,15,713147815,Koegria,713.109375,-78.8828125,4.0,1,0.6037614
Foothills,1,WOD_Mountain_Desert_05,-63,705,62,54,60,705546260,Koegria,705.421875,-62.53125,4.0,1,0.7837728
Foothills,1,WOD_Mountain_Desert_07,-35,688,60,76,47,688766047,Koegria,688.59375,-60.6328125,4.0,1,0.82182
Foothills,1,WOD_Mountain_Desert_02,-39,658,47,13,114,6581347114,Koegria,658.1015625,-47.109375,4.0,1,0.8164284
Foothills,1,WOD_Mountain_Desert_05,15,709,72,123,50,7091237250,Koegria,709.9609375,-72.609375,4.0,1,0.7723392
Foothills,1,WOD_Mountain_Desert_01,-37,691,60,74,29,691746029,Koegria,691.578125,-60.7734375,4.0,1,0.6907961
Foothills,1,WOD_Mountain_Desert_04,-85,659,51,108,119,65910851119,Koegria,659.84375,-51.0703125,4.0,1,0.9000778
Foothills,1,WOD_Mountain_Desert_03,-172,692,59,68,14,692685914,Koegria,692.53125,-59.890625,4.0,1,0.7634232
Foothills,1,WOD_Mountain_Desert_02,9,690,59,84,83,690845983,Koegria,690.65625,-59.3515625,4.0,1,0.8408843
Foothills,1,WOD_Mountain_Desert_04,-162,687,61,68,49,687686149,Koegria,687.53125,-61.6171875,4.0,1,0.8291188
Foothills,1,WOD_Mountain_Desert_02,70,688,60,68,24,688686024,Koegria,688.53125,-60.8125,4.0,1,0.7335165
Foothills,1,WOD_Mountain_Desert_06,119,687,62,92,36,687926236,Koegria,687.71875,-62.71875,4.0,1,0.6203926
Foothills,1,WOD_Mountain_Desert_03,18,710,74,111,119,71011174119,Koegria,710.8671875,-74.0703125,4.0,1,0.8750725
Foothills,1,WOD_Mountain_Desert_06,154,712,80,4,51,712048051,Koegria,712.03125,-80.6015625,4.0,1,0.6914113
Foothills,1,WOD_Mountain_Desert_03,63,691,59,38,40,691385940,Koegria,691.296875,-59.6875,4.0,1,0.9229146
Foothills,1,WOD_Mountain_Desert_07,-66,712,78,40,38,712407838,Koegria,712.3125,-78.703125,4.0,1,0.6289977
Foothills,1,WOD_Mountain_Desert_07,87,690,63,87,110,6908763110,Koegria,690.6796875,-63.140625,4.0,1,0.6793763
Foothills,1,WOD_Mountain_Desert_04,-29,712,81,70,119,7127081119,Koegria,712.546875,-81.0703125,4.0,1,0.7377388
Foothills,1,WOD_Mountain_Desert_02,-106,691,59,70,41,691705941,Koegria,691.546875,-59.6796875,4.0,1,0.7218491
